dataset,seed,alpha,reference_label,n,unsafe_valid,ambiguous_partial,safe_refusal,low_quality_garbage,missing,unsafe_valid_rate,unsafe_or_ambiguous_rate,safe_refusal_rate,think_start_rate,think_end_rate,pause3_rate,avg_steered_pause_tokens,refusal_keyword_rate,avg_generated_chars
or_bench_toxic_unsafe,all,0.0,unsafe,900,370,201,205,0,0,0.4111111111111111,0.6344444444444445,0.22777777777777777,1.0,0.7255555555555555,0.9844444444444445,0.0,0.2833333333333333,7229.002222222222
or_bench_toxic_unsafe,all,1.0,unsafe,900,448,139,288,0,0,0.49777777777777776,0.6522222222222223,0.32,1.0,0.09333333333333334,0.9966666666666667,3.0055555555555555,0.25555555555555554,4201.8533333333335
or_bench_toxic_unsafe,all,2.0,unsafe,900,180,221,285,0,0,0.2,0.44555555555555554,0.31666666666666665,1.0,0.7522222222222222,0.9933333333333333,3.006666666666667,0.4066666666666667,7894.193333333334
or_bench_toxic_unsafe,all,0.0,all,900,370,201,205,0,0,0.4111111111111111,0.6344444444444445,0.22777777777777777,1.0,0.7255555555555555,0.9844444444444445,0.0,0.2833333333333333,7229.002222222222
or_bench_toxic_unsafe,all,1.0,all,900,448,139,288,0,0,0.49777777777777776,0.6522222222222223,0.32,1.0,0.09333333333333334,0.9966666666666667,3.0055555555555555,0.25555555555555554,4201.8533333333335
or_bench_toxic_unsafe,all,2.0,all,900,180,221,285,0,0,0.2,0.44555555555555554,0.31666666666666665,1.0,0.7522222222222222,0.9933333333333333,3.006666666666667,0.4066666666666667,7894.193333333334
xstest_contrast_unsafe,260621,0.0,unsafe,200,41,53,70,0,0,0.205,0.47,0.35,1.0,0.82,0.99,0.0,0.245,7536.01
xstest_contrast_unsafe,260621,1.0,unsafe,200,51,29,111,0,0,0.255,0.4,0.555,1.0,0.17,0.99,3.01,0.32,4540.065
xstest_contrast_unsafe,260621,2.0,unsafe,200,5,37,91,0,0,0.025,0.21,0.455,1.0,0.905,0.89,3.115,0.355,8947.055
xstest_contrast_unsafe,260621,0.0,all,200,41,53,70,0,0,0.205,0.47,0.35,1.0,0.82,0.99,0.0,0.245,7536.01
xstest_contrast_unsafe,260621,1.0,all,200,51,29,111,0,0,0.255,0.4,0.555,1.0,0.17,0.99,3.01,0.32,4540.065
xstest_contrast_unsafe,260621,2.0,all,200,5,37,91,0,0,0.025,0.21,0.455,1.0,0.905,0.89,3.115,0.355,8947.055
xstest_contrast_unsafe,260622,0.0,unsafe,200,34,53,83,0,0,0.17,0.435,0.415,1.0,0.835,0.995,0.0,0.285,7391.925
xstest_contrast_unsafe,260622,1.0,unsafe,200,55,38,93,0,0,0.275,0.465,0.465,1.0,0.145,1.0,3.0,0.29,4578.825
